full_name,short_name,short_name_2,type,year,rate
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_37,2016,0.3339
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_37,2017,0.458941088
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_37,2018,0.429879875
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_37,2019,0.455336962
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_37,2020,0.4211
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_37,2021,0.428584848
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_37,2016,0.407007103
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_37,2017,0.439882798
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_37,2018,0.494927687
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_37,2019,0.547389814
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_37,2020,0.553
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_37,2021,0.603275388
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_37,2016,0.306538613
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_37,2017,0.362381621
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_37,2018,0.495154413
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_37,2019,0.527857769
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_37,2020,0.5488
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_37,2021,0.557508471
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_37,2016,0.429
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_37,2017,0.433421269
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_37,2018,0.435518015
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_37,2019,0.435442458
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_37,2020,0.4373
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_37,2021,0.476510413
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_37,2016,0.291986301
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_37,2017,0.295300579
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_37,2018,0.270455407
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_37,2019,0.340738244
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_37,2020,0.3662
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_37,2021,0.326958757
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_37,2016,0.551737582
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_37,2017,0.58
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_37,2018,0.6
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_37,2019,0.563
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_37,2020,0.552
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_37,2021,0.57
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_37,2016,0.564
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_37,2017,0.617686119
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_37,2018,0.663
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_37,2019,0.665449488
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_37,2020,0.66
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_37,2021,0.644545422
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_37,2016,0.5061
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_37,2017,0.447
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_37,2018,0.470248695
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_37,2019,0.5216
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_37,2020,0.5161
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_37,2021,0.5086
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_37,2016,0.559378062
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_37,2017,0.59
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_37,2018,0.632058787
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_37,2019,0.654
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_37,2020,0.6489
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_37,2021,0.682599116
MaxLife  Insurance Company Ltd.,Max,Max Life,month_37,2016,0.53
MaxLife  Insurance Company Ltd.,Max,Max Life,month_37,2017,0.55
MaxLife  Insurance Company Ltd.,Max,Max Life,month_37,2018,0.58
MaxLife  Insurance Company Ltd.,Max,Max Life,month_37,2019,0.6
MaxLife  Insurance Company Ltd.,Max,Max Life,month_37,2020,0.61
MaxLife  Insurance Company Ltd.,Max,Max Life,month_37,2021,0.58
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_37,2016,0.358
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_37,2017,0.4069
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_37,2018,0.4584
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_37,2019,0.518253689
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_37,2020,0.5329
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_37,2021,0.5584
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_37,2016,0.188046158
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_37,2017,0.331195952
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_37,2018,0.396795637
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_37,2019,0.541
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_37,2020,0.749
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_37,2021,0.777994198
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_37,2016,0.3909
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_37,2017,0.401
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_37,2018,0.419654645
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_37,2019,0.462960551
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_37,2020,0.5028
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_37,2021,0.560320894
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_37,2016,0.4996
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_37,2017,0.554624956
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_37,2018,0.531444396
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_37,2019,0.5523
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_37,2020,0.5631
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_37,2021,0.543402816
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_37,2016,0.252440624
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_37,2017,0.280343438
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_37,2018,0.259679381
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_37,2019,0.25061585
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_37,2020,0.3087
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_37,2021,0.310532107
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_37,2016,0.3363
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_37,2017,0.35451505
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_37,2018,0.5141
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_37,2019,0.542593729
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_37,2020,0.4614
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_37,2021,0.475985708
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_37,2016,0.3791
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_37,2017,0.418500457
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_37,2018,0.4581
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_37,2019,0.4511
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_37,2020,0.5462
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_37,2021,0.571608417
Aditya Birla Sunlife Insurance Company Ltd.,ABSLI,Aditya Birla Sunlife,month_49,2016,0.31
Aditya Birla Sunlife Insurance Company Ltd.,ABSLI,Aditya Birla Sunlife,month_49,2017,0.32
Aditya Birla Sunlife Insurance Company Ltd.,ABSLI,Aditya Birla Sunlife,month_49,2018,0.35
Aditya Birla Sunlife Insurance Company Ltd.,ABSLI,Aditya Birla Sunlife,month_49,2019,0.41
Aditya Birla Sunlife Insurance Company Ltd.,ABSLI,Aditya Birla Sunlife,month_49,2020,0.39
Aditya Birla Sunlife Insurance Company Ltd.,ABSLI,Aditya Birla Sunlife,month_49,2021,0.42
Aegon Life Insurance Company Ltd.,Aegon,Aegon Life,month_49,2016,0.3982664
Aegon Life Insurance Company Ltd.,Aegon,Aegon Life,month_49,2017,0.58
Aegon Life Insurance Company Ltd.,Aegon,Aegon Life,month_49,2018,0.61
Aegon Life Insurance Company Ltd.,Aegon,Aegon Life,month_49,2019,0.49
Aegon Life Insurance Company Ltd.,Aegon,Aegon Life,month_49,2020,0.52
Aegon Life Insurance Company Ltd.,Aegon,Aegon Life,month_49,2021,0.65
Ageas Federal Life Insurance Company Ltd.,Ageas,Ageas Federal Life,month_49,2016,0.539086042
Ageas Federal Life Insurance Company Ltd.,Ageas,Ageas Federal Life,month_49,2017,0.459268998
Ageas Federal Life Insurance Company Ltd.,Ageas,Ageas Federal Life,month_49,2018,0.519342785
Ageas Federal Life Insurance Company Ltd.,Ageas,Ageas Federal Life,month_49,2019,0.491842632
Ageas Federal Life Insurance Company Ltd.,Ageas,Ageas Federal Life,month_49,2020,0.464
Ageas Federal Life Insurance Company Ltd.,Ageas,Ageas Federal Life,month_49,2021,0.514144365
Aviva Life Insurance Company India Ltd.,Aviva,Aviva Life,month_49,2016,0.415125993
Aviva Life Insurance Company India Ltd.,Aviva,Aviva Life,month_49,2017,0.419072555
Aviva Life Insurance Company India Ltd.,Aviva,Aviva Life,month_49,2018,0.407798059
Aviva Life Insurance Company India Ltd.,Aviva,Aviva Life,month_49,2019,0.484
Aviva Life Insurance Company India Ltd.,Aviva,Aviva Life,month_49,2020,0.566
Aviva Life Insurance Company India Ltd.,Aviva,Aviva Life,month_49,2021,0.591038569
Bajaj Allianz Life Insurance Company Ltd.,BALIC,Bajaj Allianz Life,month_49,2016,0.281633673
Bajaj Allianz Life Insurance Company Ltd.,BALIC,Bajaj Allianz Life,month_49,2017,0.298004869
Bajaj Allianz Life Insurance Company Ltd.,BALIC,Bajaj Allianz Life,month_49,2018,0.341152851
Bajaj Allianz Life Insurance Company Ltd.,BALIC,Bajaj Allianz Life,month_49,2019,0.391414767
Bajaj Allianz Life Insurance Company Ltd.,BALIC,Bajaj Allianz Life,month_49,2020,0.3949
Bajaj Allianz Life Insurance Company Ltd.,BALIC,Bajaj Allianz Life,month_49,2021,0.402244776
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_49,2016,0.2768
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_49,2017,0.357856812
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_49,2018,0.428494568
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_49,2019,0.404040404
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_49,2020,0.4062
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_49,2021,0.397754685
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_49,2016,0.414318345
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_49,2017,0.392877138
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_49,2018,0.418382613
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_49,2019,0.468855364
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_49,2020,0.5154
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_49,2021,0.527353765
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_49,2016,0.288604077
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_49,2017,0.282798578
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_49,2018,0.330340576
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_49,2019,0.45958811
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_49,2020,0.4638
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_49,2021,0.524715984
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_49,2016,0.364
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_49,2017,0.373572225
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_49,2018,0.379508654
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_49,2019,0.383378854
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_49,2020,0.3841
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_49,2021,0.40774949
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_49,2016,0.234386927
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_49,2017,0.230291622
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_49,2018,0.271540207
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_49,2019,0.24261724
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_49,2020,0.2904
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_49,2021,0.327705165
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_49,2016,0.564278528
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_49,2017,0.53
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_49,2018,0.55
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_49,2019,0.573
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_49,2020,0.521
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_49,2021,0.517
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_49,2016,0.553
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_49,2017,0.538667952
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_49,2018,0.594
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_49,2019,0.62456162
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_49,2020,0.63
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_49,2021,0.617938631
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_49,2016,0.4886
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_49,2017,0.482
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_49,2018,0.418107748
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_49,2019,0.4376
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_49,2020,0.4859
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_49,2021,0.4676
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_49,2016,0.511995239
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_49,2017,0.53
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_49,2018,0.55820533
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_49,2019,0.6027
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_49,2020,0.6063
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_49,2021,0.628429397
MaxLife  Insurance Company Ltd.,Max,Max Life,month_49,2016,0.49
MaxLife  Insurance Company Ltd.,Max,Max Life,month_49,2017,0.49
MaxLife  Insurance Company Ltd.,Max,Max Life,month_49,2018,0.52
MaxLife  Insurance Company Ltd.,Max,Max Life,month_49,2019,0.54
MaxLife  Insurance Company Ltd.,Max,Max Life,month_49,2020,0.56
MaxLife  Insurance Company Ltd.,Max,Max Life,month_49,2021,0.53
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_49,2016,0.282
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_49,2017,0.3268
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_49,2018,0.3662
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_49,2019,0.408691817
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_49,2020,0.4525
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_49,2021,0.4979
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_49,2016,0.209990749
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_49,2017,0.195841553
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_49,2018,0.290457966
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_49,2019,0.366
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_49,2020,0.6774
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_49,2021,0.704015778
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_49,2016,0.3613
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_49,2017,0.36
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_49,2018,0.383659014
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_49,2019,0.403133418
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_49,2020,0.4119
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_49,2021,0.472621724
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_49,2016,0.4252
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_49,2017,0.395037323
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_49,2018,0.503862461
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_49,2019,0.4803
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_49,2020,0.4921
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_49,2021,0.50587824
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_49,2016,0.290481099
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_49,2017,0.223720887
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_49,2018,0.272348454
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_49,2019,0.240695903
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_49,2020,0.2029
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_49,2021,0.31163338
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_49,2016,0.2976
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_49,2017,0.288872626
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_49,2018,0.4662
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_49,2019,0.49339574
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_49,2020,0.3974
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_49,2021,0.435705907
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_49,2016,0.3609
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_49,2017,0.353545514
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_49,2018,0.3992
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_49,2019,0.4383
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_49,2020,0.4362
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_49,2021,0.495348656
Aditya Birla Sunlife Insurance Company Ltd.,ABSLI,Aditya Birla Sunlife,month_61,2016,0.28
Aditya Birla Sunlife Insurance Company Ltd.,ABSLI,Aditya Birla Sunlife,month_61,2017,0.27
Aditya Birla Sunlife Insurance Company Ltd.,ABSLI,Aditya Birla Sunlife,month_61,2018,0.29
Aditya Birla Sunlife Insurance Company Ltd.,ABSLI,Aditya Birla Sunlife,month_61,2019,0.32
Aditya Birla Sunlife Insurance Company Ltd.,ABSLI,Aditya Birla Sunlife,month_61,2020,0.36
Aditya Birla Sunlife Insurance Company Ltd.,ABSLI,Aditya Birla Sunlife,month_61,2021,0.38
Aegon Life Insurance Company Ltd.,Aegon,Aegon Life,month_61,2016,0.273130108
Aegon Life Insurance Company Ltd.,Aegon,Aegon Life,month_61,2017,0.31
Aegon Life Insurance Company Ltd.,Aegon,Aegon Life,month_61,2018,0.48
Aegon Life Insurance Company Ltd.,Aegon,Aegon Life,month_61,2019,0.5
Aegon Life Insurance Company Ltd.,Aegon,Aegon Life,month_61,2020,0.37
Aegon Life Insurance Company Ltd.,Aegon,Aegon Life,month_61,2021,0.39
Ageas Federal Life Insurance Company Ltd.,Ageas,Ageas Federal Life,month_61,2016,0.581121721
Ageas Federal Life Insurance Company Ltd.,Ageas,Ageas Federal Life,month_61,2017,0.516189087
Ageas Federal Life Insurance Company Ltd.,Ageas,Ageas Federal Life,month_61,2018,0.434346661
Ageas Federal Life Insurance Company Ltd.,Ageas,Ageas Federal Life,month_61,2019,0.499385086
Ageas Federal Life Insurance Company Ltd.,Ageas,Ageas Federal Life,month_61,2020,0.4391
Ageas Federal Life Insurance Company Ltd.,Ageas,Ageas Federal Life,month_61,2021,0.410966924
Aviva Life Insurance Company India Ltd.,Aviva,Aviva Life,month_61,2016,0.31531169
Aviva Life Insurance Company India Ltd.,Aviva,Aviva Life,month_61,2017,0.375026263
Aviva Life Insurance Company India Ltd.,Aviva,Aviva Life,month_61,2018,0.386756715
Aviva Life Insurance Company India Ltd.,Aviva,Aviva Life,month_61,2019,0.381
Aviva Life Insurance Company India Ltd.,Aviva,Aviva Life,month_61,2020,0.378
Aviva Life Insurance Company India Ltd.,Aviva,Aviva Life,month_61,2021,0.39072056
Bajaj Allianz Life Insurance Company Ltd.,BALIC,Bajaj Allianz Life,month_61,2016,0.148631165
Bajaj Allianz Life Insurance Company Ltd.,BALIC,Bajaj Allianz Life,month_61,2017,0.243435723
Bajaj Allianz Life Insurance Company Ltd.,BALIC,Bajaj Allianz Life,month_61,2018,0.271187839
Bajaj Allianz Life Insurance Company Ltd.,BALIC,Bajaj Allianz Life,month_61,2019,0.306582802
Bajaj Allianz Life Insurance Company Ltd.,BALIC,Bajaj Allianz Life,month_61,2020,0.298
Bajaj Allianz Life Insurance Company Ltd.,BALIC,Bajaj Allianz Life,month_61,2021,0.351106629
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_61,2016,0.1653
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_61,2017,0.245224187
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_61,2018,0.334173154
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_61,2019,0.388311764
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_61,2020,0.3425
Bharti AXA Life Insurance Company Ltd.,Bharti,Bharti AXA Life,month_61,2021,0.37487836
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_61,2016,0.31043089
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_61,2017,0.345395719
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_61,2018,0.342562693
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_61,2019,0.376099547
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_61,2020,0.4187
Canara HSBC OBC Life Insurance Company Ltd.,CHOICE,Canara HSBC OBC Life,month_61,2021,0.456898932
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_61,2016,0.259585652
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_61,2017,0.259585652
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_61,2018,0.255836448
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_61,2019,0.298678228
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_61,2020,0.3979
Edelweiss Tokio Life Insurance Company Ltd.,Edelweiss,Edelweiss Tokio Life,month_61,2021,0.442779587
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_61,2016,0.301
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_61,2017,0.311251461
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_61,2018,0.322219848
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_61,2019,0.330283104
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_61,2020,0.3349
Exide Life Insurance Company Ltd.,Exide,Exide Life,month_61,2021,0.327534631
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_61,2016,0.166079703
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_61,2017,0.204576648
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_61,2018,0.200761953
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_61,2019,0.226109512
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_61,2020,0.1904
Future Generali India Life Insurance Company Ltd.,Future Generali,Future Generali India Life,month_61,2021,0.255396663
